Comunidades autónomas;Tipología penal;Sexo;periodo;Total
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2019;28
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2018;29
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2017;23
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2016;15
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2015;17
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2014;27
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2013;46
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2012;45
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2011;31
CIUDAD AUTÓNOMA DE CEUTA;5.3.1.-Robos con violencia en vía pública;Ambos sexos;2010;28
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Masculino;2023;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Masculino;2022;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Masculino;2021;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Masculino;2020;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Masculino;2019;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Masculino;2018;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Masculino;2017;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Masculino;2016;3
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Masculino;2015;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Masculino;2014;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Masculino;2013;4
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Masculino;2012;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Masculino;2011;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Masculino;2010;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Femenino;2023;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Femenino;2022;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Femenino;2021;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Femenino;2020;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Femenino;2019;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Femenino;2018;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Femenino;2017;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Femenino;2016;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Femenino;2015;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Femenino;2014;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Femenino;2013;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Femenino;2012;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Femenino;2011;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Femenino;2010;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2023;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2022;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2021;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2020;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2019;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2018;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2017;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2016;3
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2015;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2014;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2013;5
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2012;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2011;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.2.-Robos con violencia en viviendas;Ambos sexos;2010;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Masculino;2023;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Masculino;2022;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Masculino;2021;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Masculino;2020;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Masculino;2019;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Masculino;2018;3
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Masculino;2017;4
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Masculino;2016;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Masculino;2015;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Masculino;2014;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Masculino;2013;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Masculino;2012;3
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Masculino;2011;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Masculino;2010;4
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Femenino;2023;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Femenino;2022;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Femenino;2021;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Femenino;2020;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Femenino;2019;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Femenino;2018;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Femenino;2017;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Femenino;2016;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Femenino;2015;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Femenino;2014;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Femenino;2013;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Femenino;2012;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Femenino;2011;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Femenino;2010;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2023;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2022;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2021;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2020;1
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2019;3
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2018;3
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2017;5
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2016;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2015;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2014;0
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2013;3
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2012;3
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2011;2
CIUDAD AUTÓNOMA DE CEUTA;5.3.3.-Robos con violencia en establecimientos;Ambos sexos;2010;4
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Masculino;2023;0
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Masculino;2022;4
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Masculino;2021;2
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Masculino;2020;3
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Masculino;2019;2
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Masculino;2018;8
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Masculino;2017;18
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Masculino;2016;37
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Masculino;2015;17
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Masculino;2014;13
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Masculino;2013;33
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Masculino;2012;29
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Masculino;2011;24
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Masculino;2010;27
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Femenino;2023;0
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Femenino;2022;0
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Femenino;2021;0
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Femenino;2020;0
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Femenino;2019;1
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Femenino;2018;1
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Femenino;2017;1
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Femenino;2016;2
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Femenino;2015;0
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Femenino;2014;3
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Femenino;2013;1
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Femenino;2012;3
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Femenino;2011;2
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Femenino;2010;0
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Ambos sexos;2023;0
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Ambos sexos;2022;4
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Ambos sexos;2021;2
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Ambos sexos;2020;3
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Ambos sexos;2019;3
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Ambos sexos;2018;9
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Ambos sexos;2017;19
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Ambos sexos;2016;39
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Ambos sexos;2015;17
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Ambos sexos;2014;16
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Ambos sexos;2013;34
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Ambos sexos;2012;32
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Ambos sexos;2011;26
CIUDAD AUTÓNOMA DE CEUTA;5.4.-Sustracción de vehículos;Ambos sexos;2010;27
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Masculino;2023;3
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Masculino;2022;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Masculino;2021;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Masculino;2020;2
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Masculino;2019;3
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Masculino;2018;2
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Masculino;2017;3
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Masculino;2016;5
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Masculino;2015;6
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Masculino;2014;4
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Masculino;2013;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Masculino;2012;5
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Masculino;2011;6
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Masculino;2010;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Femenino;2023;2
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Femenino;2022;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Femenino;2021;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Femenino;2020;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Femenino;2019;2
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Femenino;2018;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Femenino;2017;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Femenino;2016;3
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Femenino;2015;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Femenino;2014;2
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Femenino;2013;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Femenino;2012;2
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Femenino;2011;2
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Femenino;2010;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Ambos sexos;2023;5
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Ambos sexos;2022;2
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Ambos sexos;2021;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Ambos sexos;2020;3
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Ambos sexos;2019;5
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Ambos sexos;2018;2
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Ambos sexos;2017;3
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Ambos sexos;2016;8
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Ambos sexos;2015;6
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Ambos sexos;2014;6
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Ambos sexos;2013;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Ambos sexos;2012;7
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Ambos sexos;2011;8
CIUDAD AUTÓNOMA DE CEUTA;5.5.-Estafas;Ambos sexos;2010;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Masculino;2023;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Masculino;2022;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Masculino;2021;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Masculino;2020;2
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Masculino;2019;3
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Masculino;2018;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Masculino;2017;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Masculino;2016;4
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Masculino;2015;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Masculino;2014;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Masculino;2013;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Masculino;2012;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Masculino;2011;2
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Masculino;2010;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Femenino;2023;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Femenino;2022;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Femenino;2021;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Femenino;2020;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Femenino;2019;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Femenino;2018;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Femenino;2017;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Femenino;2016;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Femenino;2015;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Femenino;2014;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Femenino;2013;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Femenino;2012;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Femenino;2011;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Femenino;2010;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Ambos sexos;2023;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Ambos sexos;2022;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Ambos sexos;2021;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Ambos sexos;2020;3
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Ambos sexos;2019;3
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Ambos sexos;2018;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Ambos sexos;2017;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Ambos sexos;2016;4
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Ambos sexos;2015;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Ambos sexos;2014;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Ambos sexos;2013;0
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Ambos sexos;2012;1
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Ambos sexos;2011;2
CIUDAD AUTÓNOMA DE CEUTA;5.5.1.-Estafas informáticas;Ambos sexos;2010;0
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Masculino;2023;2
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Masculino;2022;8
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Masculino;2021;5
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Masculino;2020;10
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Masculino;2019;8
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Masculino;2018;11
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Masculino;2017;7
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Masculino;2016;7
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Masculino;2015;7
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Masculino;2014;14
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Masculino;2013;22
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Masculino;2012;7
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Masculino;2011;11
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Masculino;2010;2
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Femenino;2023;1
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Femenino;2022;0
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Femenino;2021;0
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Femenino;2020;0
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Femenino;2019;2
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Femenino;2018;0
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Femenino;2017;1
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Femenino;2016;0
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Femenino;2015;5
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Femenino;2014;1
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Femenino;2013;3
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Femenino;2012;0
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Femenino;2011;1
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Femenino;2010;0
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Ambos sexos;2023;3
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Ambos sexos;2022;8
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Ambos sexos;2021;5
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Ambos sexos;2020;10
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Ambos sexos;2019;10
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Ambos sexos;2018;11
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Ambos sexos;2017;8
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Ambos sexos;2016;7
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Ambos sexos;2015;12
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Ambos sexos;2014;15
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Ambos sexos;2013;25
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Ambos sexos;2012;7
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Ambos sexos;2011;12
CIUDAD AUTÓNOMA DE CEUTA;5.6.-Daños;Ambos sexos;2010;2
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2023;0
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2022;1
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2021;0
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2020;0
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2019;0
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2018;0
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2017;2
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2016;3
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2015;1
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2014;4
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2013;2
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2012;9
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2011;2
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Masculino;2010;4
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2023;0
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2022;0
CIUDAD AUTÓNOMA DE CEUTA;5.7.-Contra la propiedad intelectual/industrial;Femenino;2021;0
